선물로 샀는데 저도 사고 싶어요,date,review,rating,tokens
544,25.03.22.,"2번째 구매입니다. 빠른 배송, 확실한 포장 모든 면이 최고입니다",5,"['구매', '빠르다', '배송', '확실하다', '포장', '모든', '면', '최고']"
545,25.04.03.,스탠리가 제일 이쁘고 기능도 좋아요 색감 너무 이뻐요 담엔 또 다른 사이즈로?,5,"['스탠리', '제일', '이쁘다', '기능', '좋다', '색감', '이쁘다', '담', '사이즈']"
546,25.04.17.,배송이 빠르고 상품이 좋아요,5,"['배송', '빠르다', '상품', '좋다']"
550,25.04.14.,저렴하고 품질 좋고 아주 만족합니다,5,"['저렴하다', '품질', '좋다', '아주', '만족하다']"
551,25.03.15.,"실물 색상도 예쁘고 장시간 보온돼서 매우 편리합니다. 다른 사이즈, 색상으로도 구매하고 싶어요!",5,"['실물', '색상', '예쁘다', '장시간', '보온', '매우', '편리하다', '사이즈', '색상', '구매']"
552,25.03.18.,색깔도 너무 예쁘고 배송도 빨랐어요!! 보온성 최고입니다 ㅎㅎ,5,"['색깔', '예쁘다', '배송', '빨르다', '보온', '최고']"
553,25.04.17.,디자인도 이쁘고 가격 도착해요,5,"['디자인', '이쁘다', '가격', '도착']"
554,25.02.22.,"크림을 구매하고 싶었지만 품절이라
로즈 쿼츠로 고민 끝에 결정했는데,
마음에 들어요.
사랑스러운 핑크 색상입니다.
디자인, 색상, 성능 모두 만족합니다.",5,"['크림', '구매', '품절', '즈', '쿼츠', '고민', '끝', '결정', '마음', '들다', '사랑스럽다', '핑크', '색상', '디자인', '색상', '성능', '만족하다']"
555,25.03.18.,역시 스탠리 너무 좋네요 보온 보냉 굿입니다,5,"['역시', '스탠리', '좋다', '보온', '보냉', '굿']"
556,25.03.25.,생각보다 무거워요 세척하기는 편하게 지름은 넓어요,5,"['생각', '무거워', '세척', '편하다', '지름', '넓다']"
558,25.03.28.,딸아이가 마음에 들어 하네요,5,"['딸아이', '마음', '들다']"
559,25.04.15.,보냉 효과 확실해서 사무실에서 잘 쓰고 있어요!,5,"['보냉', '효과', '확실하다', '사무실', '자다', '쓰다']"
560,25.03.30.,색깔이 마음에 들어요,5,"['색깔', '마음', '들다']"
561,25.04.18.,감사합니다 만족합니다,5,"['감사하다', '만족하다']"
562,25.04.10.,완전 밀폐가 아니라서 항상 신경 써야 되는 점이 아쉬웠네요,1,"['완전', '밀폐', '아니다', '항상', '신경', '써다', '점', '아쉽다']"
563,25.03.12.,색상이 예쁘네요 스탠리 기능은 말할 것 없어요!!! 세 번째 구매 사이즈 딱 좋아요,5,"['색상', '예쁘다', '스탠리', '기능', '말', '없다', '세', '구매', '사이즈', '좋다']"
564,25.04.02.,역시 스탠리 좋아요,5,"['역시', '스탠리', '좋다']"
565,25.04.02.,손잡이 있는 거만 썼는데 용량 때문에 작은 거 구입했어요 색상도 예쁘고 생각보다 편하네요,5,"['손잡이', '거만', '써다', '용량', '때문', '작다', '구입', '색상', '예쁘다', '생각', '편하다']"
566,25.04.10.,디자인도 이쁘고 빠른 배송 감사합니다,5,"['디자인', '이쁘다', '빠르다', '배송', '감사하다']"
567,25.03.30.,색깔도 예쁘고 보온성도 좋아요!,5,"['색깔', '예쁘다', '보온', '성도', '좋다']"
568,25.04.15.,작은 용량은 손잡이가 없었네요 손잡이가 있었으면 하는 아쉬움이 남았어요,5,"['작다', '용량', '손잡이', '없다', '손잡이', '아쉬움', '남다']"
569,25.03.17.,"매일 사용하고 있습니다~ 너무 편리해요.
여름에 시원한 음료가 얼마나 유지될지 기대됩니다^^",5,"['매일', '사용', '편리하다', '여름', '시원하다', '음료', '유지', '기대']"
570,25.04.02.,역시 스탠리가 좋네요.,5,"['역시', '스탠리', '좋다']"
571,25.04.11.,"원래 하나를 갖고 있었고 그걸 잘 쓰고 있었는데, 좀 더 큰 용량을 사용하고 싶어서 샀습니다",5,"['원래', '갖다', '자다', '쓰다', '더', '크다', '용량', '사용', '사다']"
572,25.04.15.,배송도 빠르고 아주 좋네요!,5,"['배송', '빠르다', '아주', '좋다']"
573,25.04.02.,색상 너무 이쁘네요 ㅎㄹ,5,"['색상', '이쁘다']"
574,25.03.27.,색감도 이쁘고 사이즈 딱이에요,5,"['색감', '이쁘다', '사이즈', '딱이다']"
575,25.03.13.,색상 때문에 고민했는데 괜찮아요 회사 다니면서 쓰려고 구매했는데 가볍고 이뻐요,5,"['색상', '때문', '고민', '괜찮다', '회사', '다니다', '쓰다', '구매', '가볍다', '이쁘다']"
576,25.04.14.,며칠 고민하다가 질렀는데 너무 마음에 들어요.,5,"['며칠', '고민', '지르다', '마음', '들다']"
577,25.04.15.,생각했던 것보다 색상도 너무 이뻐요!!,5,"['생각', '색상', '이쁘다']"
578,25.02.28.,색이 너무 예뻐서 샀어요. 생각보다 보온 유지력이 길진 않았고 물이 너무 잘 새는 것도.. 완전 밀폐는 안되는 거 알고 있었지만 살짝만 기울여도 줄줄 흐르네요;;,4,"['색', '예쁘다', '사다', '생각', '보온', '유지', '길다', '않다', '물이', '자다', '새다', '완전', '밀폐', '안되다', '알', '살짝', '기울이다', '줄줄', '흐르다']"
579,25.04.06.,"색깔도 이쁘고 사이트와 똑같아요 
보온 냉온 다 좋아요 기능이 짱!",5,"['색깔', '이쁘다', '사이트', '똑같다', '보온', '냉온', '좋다', '기능', '짱']"
580,25.04.20.,굿굿 스탠리 믿고 씁니다,5,"['굿굿', '스탠리', '믿다', '쓰다']"
581,25.03.29.,역시 스탠리 최고예요!!,5,"['역시', '스탠리', '최고']"
582,25.03.06.,"기능도 좋고 디자인도 예뻐요~
그런데 스탠리 591ml에 맞는 텀블러 손잡이를 구매할 수가 없어서 너무 아쉬워요~~~시중에 판매하는 텀블러 손잡이 중에 맞는 게 하나도 없습니다~",5,"['기능', '좋다', '디자인', '예쁘다', '스탠리', '맞다', '텀블러', '손잡이', '구매', '수가', '없다', '아쉽다', '시중', '판매', '텀블러', '손잡이', '맞다', '없다']"
583,25.04.15.,적당한 크기에 예쁜 디자인에 만족합니다,5,"['적당하다', '크기', '예쁘다', '디자인', '만족하다']"
584,25.03.08.,"다른 모델 오랫동안 잘 쓰다가 새로 구입했습니다.
그래도 이만한 텀블러가 없는 거 같아요
컬러는 제일 인기가 덜한 것 같은 컬러로 구입.. 만족합니다",5,"['모델', '자다', '쓰다', '새롭다', '구입', '이만', '텀블러', '없다', '컬러', '제일', '인기', '덜하다', '컬러', '구입', '만족하다']"
585,25.04.14.,배송이 빨라서 좋았어요,5,"['배송', '빨', '좋다']"
586,25.03.13.,디자인이 너무 예쁘고 기능이 좋아요!! 감사히 잘 쓰겠습니다 ~~,5,"['디자인', '예쁘다', '기능', '좋다', '자다', '쓰다']"
587,25.04.08.,"동생 생일 선물로 사줬는데
너무 맘에 들어 해요
사이즈도 너무 크지도 작지도 않고 적당하다네요",5,"['동생', '생일', '선물', '사주다', '맘', '들다', '사이즈', '크다', '작', '지도', '않다', '적당하다']"
588,25.04.15.,색상 이쁘고 들고 다니기 좋아요~,5,"['색상', '이쁘다', '들다', '다니다', '좋다']"
589,25.04.11.,색상이 너무 이뻐요 가볍고 들고 다니기 좋아요,5,"['색상', '이쁘다', '가볍다', '들다', '다니다', '좋다']"
590,25.03.22.,정말 예쁜 소라색입니다!!! 무조건 무채색만을 고집하던 사람인데 후회 없는 색상입니다!! 음료 담아둔 거 까먹고 다음날 열었는데 얼음까지도 녹지 않고 그대로 있었습니다!! 매일 들고 다니는 필수 템이 되어버렸어요:),5,"['정말', '예쁘다', '소라색', '무조건', '무채색', '고집', '사람', '후회', '없다', '색상', '음료', '담다', '두다', '까먹다', '날', '열다', '얼음', '녹지', '않다', '그대로', '매일', '들다', '다니다', '필수', '템', '버리다']"
591,25.02.15.,"딸아이 선물로 구입했는데~~ 너무 좋아하네요
사이즈도 가방에 잘 들어가고 색상도 이쁘고요~
학생들이 텀블러 꾸미는 것이 유행이라고 하던데~ 이쁘게 꾸미면 사진 첨부할게요~",5,"['딸아이', '선물', '구입', '좋아하다', '사이즈', '가방', '자다', '들어가다', '색상', '이쁘다', '학생', '텀블러', '꾸미다', '유행', '이쁘다', '꾸미다', '사진', '첨부']"
592,25.04.08.,크기도 적당하고 은은한 컬러라 무난하게 가지고 다닐 수 있어 너무 좋아요,5,"['크기', '적당하다', '은은하다', '컬러', '무난', '가지', '다니다', '좋다']"
593,25.04.14.,한 달 동안 사용해 봤는데 너무 좋아요.,5,"['달', '사용', '보다', '좋다']"
594,25.03.28.,스벅 꺼 사용하다 주문해 봤어요~,5,"['스벅', '끄다', '사용', '주문', '보다']"
595,25.03.17.,빨대 텀블러가 필요해서 구매했어요 색깔이 예쁘네요,5,"['빨대', '텀블러', '필요하다', '구매', '색깔', '예쁘다']"
596,25.03.25.,스탠리 세 번째인데 실용성이 가장 좋을 것 같아요^^,5,"['스탠리', '세', '번', '실용', '가장', '좋다']"
597,25.03.24.,하늘색인데 진하지 않아서 데일리로도 좋은 것 같아요.,5,"['하늘색', '진하다', '않다', '데', '일리', '좋다']"
598,25.03.20.,실물이 더 예쁘네요 보냉 기능은 좋은데 생각보다 물이 더 새네요 ㅋㅋㅋ,5,"['실물', '더', '예쁘다', '보냉', '기능', '좋다', '생각', '물이', '더', '새다']"
599,25.03.18.,동생에게 선물했는데 정말 마음에 들어 하네요. ㅎㅎ 좋은 선물이 됐어요~^^,5,"['동생', '선물', '정말', '마음', '들다', '좋다', '선물']"
600,25.04.17.,화면이랑 똑같아요 잘 쓸게요,5,"['화면', '똑같다', '자다', '쓸다']"
601,25.03.05.,색깔 은은하니 너무 예뻐요?? 여자분이면 호불호 없이 무조건 좋아하실 것 같은 색상입니다 여자 손에 딱 들어와서 가지고 다니기도 좋을 것 같아요,5,"['색깔', '은은하다', '예쁘다', '여자', '이면', '호불호', '무조건', '좋아하다', '색상', '여자', '손', '들어오다', '가지', '다니다', '기도', '좋다']"
602,25.03.29.,얼음이 오래가고 맛있네요,5,"['얼음', '맛있다']"
603,25.04.10.,진짜 최고입니다. 이거만 써요,5,"['진짜', '최고', '거만', '써다']"
604,25.03.17.,역시 믿고 쓰는 스탠리!! 다른 색으로 또 주문하고파요,5,"['역시', '믿다', '쓰다', '스탠리', '색', '주문', '하고프다']"
605,25.03.25.,"색상도 기능도 매우 만족해요.
들고 다니기 무거울 것 같았는데 생각보다 괜찮아요. 세척도 쉬워 데일리로 사용 중입니다.",5,"['색상', '기능', '매우', '만족하다', '들다', '다니다', '무겁다', '생각', '괜찮다', '세척', '쉽다', '데', '일리', '사용']"
606,25.04.01.,색상이 정말 맘에 들고 배송도 빨라서 좋았는데 고무 부분이 다 분리돼서 세척할 수 있으면 더 좋았을 거 같네요,4,"['색상', '정말', '맘', '들다', '배송', '빨', '좋다', '고무', '부분', '분리', '세척', '더', '좋다']"
607,25.03.27.,보온 보냉 둘 다 좋아요,5,"['보온', '보냉', '좋다']"
609,25.04.18.,"세 번째 구입합니다
믿고 사요",5,"['세', '구입', '믿다']"
610,25.04.25.,명불허전............좋아요,5,"['명불허전', '좋다']"
611,25.03.07.,"이 돈을 주고 이걸 왜 사나.
저렴하고 예쁜 텀블러가 넘쳐나는데..

그러다 호기심에 샀는데....
하나 더 살 예정. 얼음이 안 녹아요. 커피 먹을 때 너무 좋아요...",5,"['돈', '주다', '사나', '저렴하다', '예쁘다', '텀블러', '넘치다', '그렇다', '호기심', '사다', '더', '살', '예정', '얼음', '안', '녹다', '커피', '먹다', '좋다']"
612,25.04.06.,"진짜 얼음도 잘 안 녹고 보온도 잘 되네요!!
지인들 선물했는데 다 맘에 든 데요~^^",5,"['진짜', '얼음', '자다', '안', '녹다', '보온', '자다', '지인', '선물', '맘', '들다']"
613,25.03.26.,믿고 쓰는 스탠리죠 예뻐요,5,"['믿다', '쓰다', '스탠리', '예쁘다']"
614,25.03.21.,세척도 편하고 차에서 잘 사용합니다,5,"['세척', '편하다', '차', '자다', '사용']"
615,25.04.07.,"회사 종이컵을 많이 써서 구매한 텀블러!
씻기는 귀찮지만 있으니 너무 이쁘고 얼음도 잘
안 녹아서 잘 쓰는 중입니다.",5,"['회사', '종이컵', '써다', '구매', '텀블러', '씻기다', '귀찮다', '이쁘다', '얼음', '자다', '안', '녹다', '자다', '쓰다']"
616,25.03.14.,큰 거 쓰다가 작은 것도 실용성 있을 것 같아 샀어요 색도 이뻐요,5,"['크다', '쓰다', '작다', '실용', '사다', '색도', '이쁘다']"
617,25.04.10.,색 이쁘네요~ 잘 쓸게요~~~,4,"['색', '이쁘다', '자다', '쓸다']"
618,25.03.27.,색상 은은하고 이뻐요,5,"['색상', '은은하다', '이쁘다']"
619,25.03.25.,"친구 생일 선물 
친구가 좋아해요",5,"['친구', '생일', '선물', '친구', '좋아하다']"
620,25.04.07.,좋아요 ????????????,5,['좋다']
621,25.04.01.,"맘에 드는 색상이 없었는데
로즈 쿼츠도 만족할 만큼 이쁜 색이네요
질리지 않고 좋음",5,"['맘', '들다', '색상', '없다', '즈', '쿼츠', '만족하다', '이쁘다', '색', '질리', '않다', '좋다']"
622,25.04.20.,친구 선물로 줬어요!,5,"['친구', '선물', '주다']"
623,25.03.14.,"차에서 사용하기 딱 좋아요, 사이즈가 무겁지도 않고 편리합니다",5,"['차', '사용', '좋다', '사이즈', '무겁다', '않다', '편리하다']"
624,25.02.28.,"취업한 기념으로 저를 위한 선물 뭐로 할까 싶어서 텀블러가 제일 유용할 것 같아 스탠리로 바로 샀네요 ㅎㅎ 일단 모두가 다 아는 유명한 텀블러니까 믿고 살 수 있었어요 빨대 여분이랑 세척솔, 빨대 마개 테무로 시켰는데 그거 오면 바로 쓰려고요ㅋㅋㅋ 빨리 쓰고싶어요ㅎㅎ",5,"['취업', '기념', '선물', '뭐', '텀블러', '제일', '유용하다', '스탠리', '사다', '알다', '유명하다', '텀블러', '믿다', '살', '빨대', '여분', '세척', '솔', '빨대', '마개', '테무', '그거', '오다', '쓰다', '쓰다']"
625,25.03.25.,일회용 대신 열심히 사용하려고 구매합니다.,5,"['일회용', '대신', '사용', '구매']"
626,25.04.02.,예쁜 컵에 마시니까 생수도 더 맛있네요. 정품이라 안심하고 사용할 수 있어서 좋아요.,5,"['예쁘다', '컵', '마시다', '생수', '더', '맛있다', '정품', '안심', '사용', '좋다']"
627,25.03.15.,스탠리 마크 거의 안 보여요 마크 보이는 거 싫어하는 사람 강추해요,5,"['스탠리', '마크', '안', '보이다', '마크', '보이다', '싫어하다', '사람', '강', '추하다']"
628,25.03.27.,"그냥 이름 믿고 구매했습니다!! 빨대 없이 음료 마시려면 뚜껑 열어야 하는 것이 번거로웠어요..
본인의 습관을 잘 알고 활용하심 좋을 듯요!",4,"['그냥', '이름', '믿다', '구매', '빨대', '음료', '말다', '뚜껑', '열다', '번거롭다', '본인', '습관', '자다', '알', '활용', '심', '좋다']"
629,25.03.23.,"친구 선물해 줬는데 너무 좋아해 줬어요
좋은 선물이 되었습니다",5,"['친구', '선물', '주다', '좋아하다', '주다', '좋다', '선물']"
630,25.03.23.,예뻐서 사는 스탠리 역시나 예쁘네요,5,"['예쁘다', '살다', '스탠리', '역시', '예쁘다']"
631,25.03.17.,색감이 사진이랑 똑같아요~~은은하게 이뻐요,5,"['색감', '사진', '똑같다', '은은하다', '이쁘다']"
632,25.04.14.,스텐리 명불허전 너무 좋습니다.,5,"['스텐리', '명불허전', '좋다']"
633,25.04.06.,배송도 빠르고 화면하고 실제 제품 색상하고 똑같아서 원하던 색상 그대로 받을 수 있었어요,5,"['배송', '빠르다', '화면', '실제', '제품', '색상', '똑같다', '원하다', '색상', '그대로', '받다']"
634,25.03.01.,텀블러 잘 안 쓰는 저도 잘 씁니다!! 디자인도 좋고 보온도 좋아요. 그리고 무엇보다 엄청 더운 차 안에서 얼음 넣은 물 2-4시간 있었던 적 있는데 그때까지 얼음 안 녹았어요;; 믿고 씁니다 스탠리..!,5,"['텀블러', '자다', '안', '쓰다', '자다', '쓰다', '디자인', '좋다', '보온', '좋다', '덥다', '차', '안', '얼음', '넣다', '물', '적', '얼음', '안', '녹다', '믿다', '쓰다', '스탠리']"
635,25.04.08.,잘 사용하고 얼음도 잘 안 녹고 이제 여름인데 더 자주 사용할 거 같아요,5,"['자다', '사용', '얼음', '자다', '안', '녹다', '이제', '여름', '더', '자주', '사용']"
636,25.03.19.,"색상도 이쁘고 맘에 들어요
고민하다가 샀는데 진작 살 걸 그랫어요",5,"['색상', '이쁘다', '맘', '들다', '고민', '사다', '진작', '살', '랫']"
637,25.03.17.,화사하고 예뻐요!! 스트랩이랑 달았더니 찰떡이네요,5,"['화사하다', '예쁘다', '스트랩', '달다', '찰떡']"
638,25.03.14.,쓰다가 좋아서 남편 주려고 재구매예요. 역시 스탠리는 말해 뭐해요 굿입니다,5,"['쓰다', '좋다', '남편', '주', '려고', '재', '구매', '역시', '스탠리', '말', '뭐', '굿']"
639,25.03.26.,항상 믿고 구매합니다,5,"['항상', '믿다', '구매']"
640,25.04.15.,색상도 너무 이뻐요,5,"['색상', '이쁘다']"
641,25.04.12.,디자인 이쁘고 좋아요,4,"['디자인', '이쁘다', '좋다']"
642,25.04.06.,선물로 구입했는데 글라시에 연한 하늘색이 참 예쁘네요.,5,"['선물', '구입', '글', '라시', '연한', '하늘색', '차다', '예쁘다']"
643,25.04.13.,색도 마음에 들고 보냉도 잘되고 너무 마음에 들어요~,5,"['색도', '마음', '들다', '보냉', '마음', '들다']"
644,25.03.23.,강력 추천합니다! 5점~~,5,"['강력', '추천', '점']"
645,25.04.13.,생각보다 얼음이 오래가요,5,"['생각', '얼음']"
646,25.04.13.,아직 사용 전인데 잘 쓰겠습니다,5,"['사용', '전', '자다', '쓰다']"
647,25.03.24.,보온 보냉 모두 만족스러워요 ㅎㅎ,5,"['보온', '보냉', '만족스럽다']"
648,25.02.28.,핑크인데 색이 은은하게 이뻐요.,5,"['핑크', '색', '은은하다', '이쁘다']"
649,25.03.24.,배송 빠르고  너무 예뻐요,5,"['배송', '빠르다', '예쁘다']"
650,25.03.31.,좋네요 만족해요~~^^,5,"['좋다', '만족하다']"
651,25.04.14.,색깔도 이쁘고 좋아요,5,"['색깔', '이쁘다', '좋다']"
652,25.03.29.,"보온력이 매우 뛰어나요. 빨대를 씻어 사용하기
편하고 아이들 등교 시 챙겨 다니기에도 좋습니다.",5,"['보온', '매우', '뛰어나다', '빨대', '씻다', '사용', '편하다', '등교', '시', '챙기다', '다니다', '기', '좋다']"
653,25.03.05.,스탠리 다른 모델 사용하다가 입구가 좁아서 이 제품 구매해 봤어요 사용 전이지만 우선 색상이 너무 맘에 들어요,5,"['스탠리', '모델', '사용', '입구', '좁다', '제품', '구매', '보다', '사용', '전이', '색상', '맘', '들다']"
654,25.03.12.,"빠른 배송과 역시 정품이 좋습니다.
선물용인데 마음에 들어 하고 최고예요 정말",5,"['빠르다', '배송', '역시', '정품', '좋다', '선물', '용', '마음', '들다', '최고', '정말']"
655,25.03.22.,예뻐요^^ 너무 좋아요 ㅎ,5,"['예쁘다', '좋다']"
656,25.02.28.,"왜 다들 스탠리 스탠리 하는지 알겠어요
일단 너무 예뻐요 ... ??
그리고 마시는 거, 빨대로 먹는 거 두 가지다 가능하고
회사에서 들고 다니면서 먹기 편할 거 같아요 :)
근데 밑에 미끄럼 방지가 있었음 더 좋았을 거예요!!",5,"['들다', '스탠리', '스탠리', '알다', '예쁘다', '마시다', '빨대', '먹다', '두', '가지', '가능하다', '회사', '들다', '다니다', '먹기', '편하다', '밑', '미끄럼', '방지', '더', '좋다']"
657,25.04.05.,좋아요!!!!!!!,5,['좋다']
658,25.03.04.,"써보고 마음에 들어서 선물용으로 구매 했어요.
용량 큰게 가지고 다니기는 불편해서 적은 용량으로 선택했는데 좋아요.",5,"['써다', '보고', '마음', '들어서다', '선물', '용', '구매', '용량', '크다', '가지', '다니다', '불편하다', '적다', '용량', '선택', '좋다']"
659,25.03.08.,"이쁜 핑크에요 스크래치 안 나는 소재라 맘에 드네요
빨대 꽂았을 때 물 새는 거 약간 있어요",5,"['이쁘다', '핑크', '스크래치', '안', '소재', '맘', '드네', '빨대', '꽂다', '물', '새다']"
660,25.02.25.,"유명한 스탠리 손잡이 없어 아쉬운 사이즈이지만
색감이 너무 예뻐요
지인 선물로 샀습니다
배송 빨라서 감사드립니다",5,"['유명하다', '스탠리', '손잡이', '없다', '아쉽다', '사이즈', '색감', '예쁘다', '지인', '선물', '사다', '배송', '빨', '감사', '드리다']"
661,25.03.21.,색상 너무 이쁘고 편해요~,5,"['색상', '이쁘다', '편하다']"
662,25.03.30.,"원래부터 쓰던 텀블러라 만족도는 최상이고
이번에는 선물로 드렸는데 다들 좋아하셨습니다",5,"['원래', '쓰다', '텀블러', '만족도', '최상', '선물', '드리다', '들다', '좋아하다']"
663,25.03.24.,여름용 시원하게 먹으려고 샀어요,5,"['여름', '용', '시원하다', '먹다', '사다']"
664,25.03.22.,색깔 예쁘고 편해요 ㅎ,5,"['색깔', '예쁘다', '편하다']"
665,25.03.22.,친구 딸 생일 선물로 구매하게 됐어요 모두 세트로 다 구매하려니 비용이 좀 부담되긴 했지만 선물을 받고 좋아하는 것을 보니 흐뭇하네요 제 돈으로 다 구매하긴 좀 부담스럽고 선물을 받으면 저도 좋겠어요,5,"['친구', '딸', '생일', '선물', '구매', '세트', '구매', '비용', '부담', '선물', '받다', '좋아하다', '보다', '흐뭇하다', '돈', '구매', '부담스럽다', '선물', '받다', '좋다']"
666,25.03.30.,"선물로 드렸는데
잘 사용하실 거 같아요
제가 먼저 써봤을 때 만족도가 높아서 선물했어요",5,"['선물', '드리다', '자다', '사용', '먼저', '써다', '보다', '만족도', '높다', '선물']"
667,25.03.17.,"선물해 줬는데 좋아하네요ㅎ
만족해요",5,"['선물', '주다', '좋아하다', '만족하다']"
668,25.03.05.,887 쓰다가 좀 더 작은 사이즈 쓰고싶어서 샀는데 색도 이쁘고 맘에 듭니다ㅎㅎ 좀 무거운게 흠이지만 이쁘니까요ㅋㅋ,5,"['쓰다', '더', '작다', '사이즈', '쓰다', '사다', '색도', '이쁘다', '맘', '듭니', '무겁다', '흠', '이쁘다']"
669,25.03.29.,"예쁘고 가벼워서 너무 좋아요.
가격도 저렴히 잘 샀어요.",5,"['예쁘다', '가볍다', '좋다', '가격', '저렴하다', '자다', '사다']"
670,25.02.24.,실물을 못 보고 구매해서 처음에 다소 큰 느낌이었는데 적응하면 될 것 같아요. 사이즈가 있는지라 살짝 무거움. 보온효과 좋습니다! 색감 굿!,4,"['실물', '못', '보고', '구매', '처음', '크다', '느끼다', '적응하다', '사이즈', '살짝', '무거', '움', '보온', '효과', '좋다', '색감', '굿']"
671,25.02.16.,"스탠리 1.8L 보틀하고 보온병 등 사용하고 있어서 성능이 좋은 건 알고 있어요?? 제가 사용해 보고 만족스러워서 선물하려고 구매했어요~
마음에 들어 하셨으면 좋겠네요
저는 크림색 사용하는데 로즈 쿼츠 색상 야리야리 하니 너무 예쁘네요??",5,"['스탠리', '보틀', '보온병', '사용', '성능', '좋다', '알', '사용', '보고', '만족스럽다', '선물', '구매', '마음', '들다', '좋다', '크림', '색', '사용', '즈', '쿼츠', '색상', '하니', '예쁘다']"
672,25.03.15.,선물용으로 구매했습니다 빠른 배송 감사합니다,5,"['선물', '선물용', '구매', '빠르다', '배송', '감사하다']"
673,25.03.18.,사이즈도 적당하고 색이 너무 예뻐요!!,5,"['사이즈', '적당하다', '색', '예쁘다']"
674,25.03.19.,동생 부부한테 선물했는데 만족해하네요,5,"['동생', '부부', '선물', '만족하다']"
675,25.03.05.,고등학생 아이가 쓸 텀블러~ 배송 빠르고 컬러 예쁘고  보온성도 좋아요,5,"['고등학생', '쓸다', '텀블러', '배송', '빠르다', '컬러', '예쁘다', '보온', '성도', '좋다']"
676,25.03.12.,와이프가 사달라고 졸라서 사줬는데 좋아하네요. 색깔도 똑같아서 좋네요.,5,"['와이프', '달라', '졸라', '사주다', '좋아하다', '색깔', '똑같다', '좋다']"
677,25.02.25.,디자인 깔끔하고 좋아요 남자친구 생일이라 준비했는데 만족해요 ??다만 아쉬운 건 뚜껑 밀폐가 잘 안돼가지고 새요 ㅠㅠ 그거만 빼면 아주 이쁩니다,5,"['디자인', '깔끔하다', '좋다', '남자친구', '생일', '준비', '만족하다', '아쉽다', '뚜껑', '밀폐', '자다', '새', '그거', '빼다', '아주', '이쁘다']"
678,25.03.20.,일 다니면서 아아 마시는데 얼음이 오래 유지되네요,5,"['다니다', '아아', '마시다', '얼음', '유지']"
679,25.04.06.,들고 다니기에도 좋고 씻기 편해서 더 맘에 드는 거 같아요,4,"['들다', '다니다', '기', '좋다', '씻다', '편하다', '더', '맘', '들다']"
680,25.03.20.,"좋아요
아이들 등교할 때 꼭 챙깁니다",5,"['좋다', '등교', '꼭', '챙기다']"
681,25.02.06.,깔끔하니 한 손에 잡혀서 너무 좋아요~~ 제품에 흠집 난 건 그냥 써도 될만한 크기라 쓰는데 맘이 좋진 않네요.. 검수 잘 부탁드려요ㅠㅠ,4,"['깔끔하다', '손', '잡히다', '좋다', '제품', '흠집', '난', '그냥', '써다', '크기', '쓰다', '맘', '좋다', '않다', '검수', '자다', '부탁드리다']"
682,25.02.23.,"고등학생 아이가 맘에 들어 하네요
매일 잘 들고 다니는 거 보면요.
색상이 이쁘네요
여학생 들고 다니기엔 딱 좋아요",5,"['고등학생', '맘', '들다', '매일', '자다', '들다', '다니다', '보다', '색상', '이쁘다', '여학생', '들다', '다니다', '기', '좋다']"
683,25.04.11.,"스탠리 항상 좋아요
그리고 고급 져요",5,"['스탠리', '항상', '좋다', '고급', '지다']"
684,25.03.18.,"선물하기도 좋고 보온, 보냉 효과가 아주 좋아요!",5,"['선물', '좋다', '보온', '보냉', '효과', '아주', '좋다']"
685,25.03.09.,검은색 살까 하다가.. 좋아하는 색으로 사보자 하고 샀는데 너무 예쁘고 마음에 듭니다ㅋㅋㅋ 보기만 해도 기분이 좋아져요 요즘같이 날씨 좋은 날 스탠리 텀블러에 커피 담고 놀러 가면 또 그만한 행복이 없을 거 같아 좋아요ㅎㅎ,5,"['검은색', '살다', '좋아하다', '색', '사보다', '사다', '예쁘다', '마음', '듭니', '보기', '해도', '기분', '좋아지다', '요즘', '날씨', '좋다', '날', '스탠리', '텀블러', '커피', '담다', '놀다', '가면', '그만하다', '행복', '없다', '좋다']"
686,25.03.13.,"색상도 너무나 쨍하고 예쁩니다^^
잘 사용하겠습니다",5,"['색상', '쨍', '예쁘다', '자다', '사용']"
687,25.02.14.,"선물하려고 주문했는데 배송 지연이 되어서 취소해야 하나 했는데 생각보다 늦지 않게 와서 잘 받았습니다.
디자인, 색상은 너무 예쁘네요 기능도 잘 되길 바라봅니다.
받으시는 분이 잘 사용하시면 좋겠네요^^",4,"['선물', '주문', '배송', '지연', '취소', '생각', '늦다', '않다', '오다', '자다', '받다', '디자인', '색상', '예쁘다', '기능', '자다', '바라보다', '받다', '분', '자다', '사용', '좋다']"
688,25.03.17.,생각보다 색이 쨍하지 않지만 봄스럽고 예뻐요,4,"['생각', '색', '쨍하', '않다', '봄', '스럽다', '예쁘다']"
689,25.04.05.,배송이 빠르고 포장이 잘 되어있어요 감사합니다,5,"['배송', '빠르다', '포장', '자다', '감사하다']"
691,25.04.09.,매우 만족하고 있습니다 역시 스탠리,5,"['매우', '만족하다', '역시', '스탠리']"
692,25.03.05.,큰 사이즈 사용하다가 휴대성이 아쉬워서 작은 걸로 하나 더 샀어요. 손잡이는 없지만 들고 다니기 편할 거 같아요,5,"['크다', '사이즈', '사용', '휴대', '아쉽다', '작다', '더', '사다', '손잡이', '없다', '들다', '다니다', '편하다']"
693,25.03.22.,최고입니다~ 잘 쓰고 있어요~,5,"['최고', '자다', '쓰다']"
